聖多美及普林西比,ST,0,0,0,0,0,0,0,0,0,0,0,0
沙烏地阿拉伯,SA,0,0,0,0,0,0,0,0,0,0,0,0
塞內加爾,SN,26.505,53.64,0,6.343,19.171,0.14,43.899,37.064,74.23800001,19.11,0,156.215
塞席爾,SC,0,0,0,0,0,0,0,0,0,0,0,0
獅子山,SL,0,0,0,0,0,0,0,0,0,0,0,0
新加坡,SG,27.94,23.208,8.171,24.751,0.02,0.044,0.012,0.064,0.02,92.96000001,0,0.069
斯洛伐克,SK,0,0,0,0,0,0,0,0,0,0,0,0
斯洛凡尼亞,SI,0,0,0,0,0,0,0,0,0,0,0,0
索羅門群島,SB,0,0,0,0,0,0,0,0,0,0,0,0
索馬利亞,SO,0,0,0,0,0,0,0,0,0,0,0,0
南非,ZA,88.91700001,153.787,18.086,78.97100001,95.30600001,74.60000001,217.342,102.482,202.414,128.869,69.224,103.831
南喬治亞及南桑威奇群島,GS,0,0,0,0,0,0,0,0,0,0,0,0
西班牙,ES,75.21600001,108.582,86.65900001,38.658,43.239,66.78000001,102.834,139.018,115.714,35.739,89.90400001,86.68600001
斯里蘭卡,LK,91.714,111.446,109.495,71.768,113.749,59.054,32.738,32.875,33.976,44.229,51.305,73.584
蘇丹,SD,0,0,0,0,0,0,0,0,0,0,0,0
蘇利南,SR,0,0,0,0,0,0,0,24.54,0,0,0,24
斯瓦巴及尖棉島,SJ,0,0,0,0,0,0,0,0,0,0,0,0
史瓦濟蘭,SZ,0,0,0,0,0,0,0,0,0,0,0,0
瑞典,SE,0.823,0.811,0.145,0.228,0.183,5.921,6.989,5.744,5.604,4.84,5.556,2.13
瑞士,CH,0.014,0,0,0,0,0.002,0.001,0,0.004,0.002,0,0
敘利亞,SY,0,0,0,0,0,0,0,0,0,0,0,0
大溪地,XC,0,0,0,0,0,0,0,0,0,0,0,0
臺灣，中華民國,TW,0,0,0,0,0,0,0,0,0,0,0,0
塔吉克,TJ,0,0,0,0,0,0,0,0,0,0,0,0
坦尚尼亞,TZ,0.06,0,0,0,0,0,0,0,0,50.841,0,0
泰國,TH,750.942,782.833,660.257,343.726,808.9760001,380.626,563.624,611.187,651.24,446.019,469.431,589.571
多哥,TG,0,0,0,0,0,0,0,0,0,0,0,0
托克勞群島,TK,0,0,0,0,0,0,0,0,0,0,0,0
